8.78626e-08, 0.000873444, 1790.07
8.78626e-08, 0.000874444, 1762.8
8.78626e-08, 0.000875444, 1735.83
8.78626e-08, 0.000876444, 1709.18
8.78626e-08, 0.000877444, 1682.82
8.78626e-08, 0.000878444, 1656.78
8.78626e-08, 0.000879444, 1631.03
8.78626e-08, 0.000880444, 1605.59
8.78626e-08, 0.000881444, 1580.44
8.78626e-08, 0.000882444, 1555.59
8.78626e-08, 0.000883444, 1531.03
8.78626e-08, 0.000884444, 1506.76
8.78626e-08, 0.000885444, 1482.78
8.78626e-08, 0.000886444, 1459.09
8.78626e-08, 0.000887444, 1435.68
8.78626e-08, 0.000888444, 1412.56
8.78626e-08, 0.000889444, 1389.72
8.78626e-08, 0.000890444, 1367.15
8.78626e-08, 0.000891444, 1344.87
8.78626e-08, 0.000892444, 1322.85
8.78626e-08, 0.000893444, 1301.11
8.78626e-08, 0.000894444, 1279.64
8.78626e-08, 0.000895444, 1258.43
8.78626e-08, 0.000896444, 1237.49
8.78626e-08, 0.000897444, 1216.82
8.78626e-08, 0.000898444, 1196.4
8.78626e-08, 0.000899444, 1176.25
8.78626e-08, 0.000900444, 1156.35
8.78626e-08, 0.000901444, 1136.71
8.78626e-08, 0.000902444, 1117.31
8.78626e-08, 0.000903444, 1098.17
8.78626e-08, 0.000904444, 1079.28
8.78626e-08, 0.000905444, 1060.63
8.78626e-08, 0.000906444, 1042.23
8.78626e-08, 0.000907444, 1024.07
8.78626e-08, 0.000908444, 1006.15
8.78626e-08, 0.000909444, 988.462
8.78626e-08, 0.000910444, 971.013
8.78626e-08, 0.000911444, 953.797
8.78626e-08, 0.000912444, 936.812
8.78626e-08, 0.000913444, 920.055
8.78626e-08, 0.000914444, 903.526
8.78626e-08, 0.000915444, 887.221
8.78626e-08, 0.000916444, 871.138
8.78626e-08, 0.000917444, 855.276
8.78626e-08, 0.000918444, 839.633
8.78626e-08, 0.000919444, 824.205
8.78626e-08, 0.000920444, 808.992
8.78626e-08, 0.000921444, 793.991
8.78626e-08, 0.000922444, 779.2
8.78626e-08, 0.000923444, 764.617
8.78626e-08, 0.000924444, 750.24
8.78626e-08, 0.000925444, 736.067
8.78626e-08, 0.000926444, 722.096
8.78626e-08, 0.000927444, 708.325
8.78626e-08, 0.000928444, 694.751
8.78626e-08, 0.000929444, 681.374
8.78626e-08, 0.000930444, 668.19
8.78626e-08, 0.000931444, 655.199
8.78626e-08, 0.000932444, 642.397
8.78626e-08, 0.000933444, 629.783
8.78626e-08, 0.000934444, 617.356
8.78626e-08, 0.000935444, 605.112
8.78626e-08, 0.000936444, 593.051
8.78626e-08, 0.000937444, 581.17
8.78626e-08, 0.000938444, 569.468
8.78626e-08, 0.000939444, 557.942
8.78626e-08, 0.000940444, 546.591
8.78626e-08, 0.000941444, 535.412
8.78626e-08, 0.000942444, 524.405
8.78626e-08, 0.000943444, 513.566
8.78626e-08, 0.000944444, 502.895
8.78626e-08, 0.000945444, 492.389
8.78626e-08, 0.000946444, 482.047
8.78626e-08, 0.000947444, 471.867
8.78626e-08, 0.000948444, 461.847
8.78626e-08, 0.000949444, 451.985
8.78626e-08, 0.000950444, 442.279
8.78626e-08, 0.000951444, 432.728
8.78626e-08, 0.000952444, 423.331
8.78626e-08, 0.000953444, 414.084
8.78626e-08, 0.000954444, 404.987
8.78626e-08, 0.000955444, 396.038
8.78626e-08, 0.000956444, 387.236
8.78626e-08, 0.000957444, 378.577
8.78626e-08, 0.000958444, 370.062
8.78626e-08, 0.000959444, 361.688
8.78626e-08, 0.000960444, 353.453
8.78626e-08, 0.000961444, 345.357
8.78626e-08, 0.000962444, 337.397
8.78626e-08, 0.000963444, 329.571
8.78626e-08, 0.000964444, 321.879
8.78626e-08, 0.000965444, 314.318
8.78626e-08, 0.000966444, 306.888
8.78626e-08, 0.000967444, 299.585
8.78626e-08, 0.000968444, 292.41
8.78626e-08, 0.000969444, 285.36
8.78626e-08, 0.000970444, 278.434
8.78626e-08, 0.000971444, 271.631
8.78626e-08, 0.000972444, 264.948
8.78626e-08, 0.000973444, 258.385
8.78626e-08, 0.000974444, 251.94
8.78626e-08, 0.000975444, 245.612
8.78626e-08, 0.000976444, 239.398
8.78626e-08, 0.000977444, 233.299
8.78626e-08, 0.000978444, 227.311
8.78626e-08, 0.000979444, 221.435
8.78626e-08, 0.000980444, 215.668
8.78626e-08, 0.000981444, 210.009
8.78626e-08, 0.000982444, 204.457
8.78626e-08, 0.000983444, 199.01
8.78626e-08, 0.000984444, 193.667
8.78626e-08, 0.000985444, 188.428
8.78626e-08, 0.000986444, 183.289
8.78626e-08, 0.000987444, 178.251
8.78626e-08, 0.000988444, 173.312
8.78626e-08, 0.000989444, 168.47
8.78626e-08, 0.000990444, 163.724
8.78626e-08, 0.000991444, 159.074
8.78626e-08, 0.000992444, 154.517
8.78626e-08, 0.000993444, 150.053
8.78626e-08, 0.000994444, 145.681
8.78626e-08, 0.000995444, 141.398
8.78626e-08, 0.000996444, 137.205
8.78626e-08, 0.000997444, 133.099
8.78626e-08, 0.000998444, 129.08
8.78626e-08, 0.000999444, 125.147
8.78626e-08, 0.00100044, 121.298
8.78626e-08, 0.00100144, 117.532
8.78626e-08, 0.00100244, 113.848
8.78626e-08, 0.00100344, 110.245
8.78626e-08, 0.00100444, 106.722
8.78626e-08, 0.00100544, 103.278
8.78626e-08, 0.00100644, 99.9114
8.78626e-08, 0.00100744, 96.6215
8.78626e-08, 0.00100844, 93.4071
8.78626e-08, 0.00100944, 90.2673
8.78626e-08, 0.00101044, 87.201
8.78626e-08, 0.00101144, 84.2071
8.78626e-08, 0.00101244, 81.2847
8.78626e-08, 0.00101344, 78.4327
8.78626e-08, 0.00101444, 75.6501
8.78626e-08, 0.00101544, 72.9361
8.78626e-08, 0.00101644, 70.2895
8.78626e-08, 0.00101744, 67.7095
8.78626e-08, 0.00101844, 65.195
8.78626e-08, 0.00101944, 62.7452
8.78626e-08, 0.00102044, 60.3591
8.78626e-08, 0.00102144, 58.0359
8.78626e-08, 0.00102244, 55.7744
8.78626e-08, 0.00102344, 53.574
8.78626e-08, 0.00102444, 51.4336
8.78626e-08, 0.00102544, 49.3525
