400	3.099604825	-1.65775	5.7417
401	3.09187513715711	-1.66164	5.74138
402	3.08418390547264	-1.6657	5.74059
403	3.07653084367246	-1.6699	5.73943
404	3.06891566831683	-1.67419	5.73766
405	3.06133809876543	-1.6784	5.73571
406	3.05379785714286	-1.68252	5.73351
407	3.04629466830467	-1.6864	5.73113
408	3.03882825980392	-1.69009	5.7287
409	3.03139836185819	-1.69339	5.72623
410	3.02400470731707	-1.69623	5.72388
411	3.01664703163017	-1.69881	5.72162
412	3.00932507281553	-1.70049	5.71966
413	3.00203857142857	-1.70177	5.7179
414	2.9947872705314	-1.70241	5.71645
415	2.98757091566265	-1.70232	5.71529
416	2.98038925480769	-1.70191	5.71423
417	2.9732420383693	-1.70083	5.71324
418	2.96612901913876	-1.69957	5.71215
419	2.9590499522673	-1.69807	5.71093
420	2.9520045952381	-1.69644	5.70927
421	2.94499270783848	-1.69476	5.70742
422	2.9380140521327	-1.69312	5.70471
423	2.93106839243499	-1.6916	5.70163
424	2.92415549528302	-1.69033	5.69772
425	2.91727512941176	-1.68936	5.69297
426	2.9104270657277	-1.68862	5.6876
427	2.90361107728337	-1.68858	5.68076
428	2.89682693925234	-1.68875	5.67348
429	2.89007442890443	-1.68983	5.66431
430	2.8833533255814	-1.6913	5.65445
431	2.87666341067285	-1.69364	5.643
432	2.87000446759259	-1.69658	5.63041
433	2.8633762817552	-1.70004	5.61676
434	2.856778640553	-1.70409	5.60175
435	2.85021133333333	-1.70837	5.58621
436	2.84367415137615	-1.71309	5.56926
437	2.83716688787185	-1.71787	5.55206
438	2.83068933789954	-1.72283	5.53377
439	2.82424129840547	-1.72776	5.51527
440	2.81782256818182	-1.7326	5.49607
441	2.8114329478458	-1.73728	5.47666
442	2.805072239819	-1.74171	5.45688
443	2.798740248307	-1.74579	5.43696
444	2.79243677927928	-1.74952	5.4169
445	2.78616164044944	-1.75268	5.39683
446	2.77991464125561	-1.75546	5.37676
447	2.77369559284116	-1.75742	5.35692
448	2.76750430803571	-1.75901	5.33718
449	2.7613406013363	-1.7595	5.31786
450	2.75520428888889	-1.75963	5.29868
451	2.74909518847007	-1.75841	5.28017
452	2.74301311946903	-1.75688	5.26181
453	2.73695790286976	-1.75415	5.24396
454	2.73092936123348	-1.75121	5.22619
455	2.72492731868132	-1.7474	5.20855
456	2.71895160087719	-1.74346	5.19093
457	2.71300203501094	-1.73905	5.17307
458	2.70707844978166	-1.73458	5.15517
459	2.70118067538126	-1.73001	5.13665
460	2.69530854347826	-1.72543	5.11803
461	2.68946188720174	-1.72106	5.09849
462	2.68364054112554	-1.71674	5.07876
463	2.6778443412527	-1.71292	5.05782
464	2.672073125	-1.70926	5.03654
465	2.6663267311828	-1.70635	5.01392
466	2.660605	-1.70375	4.99076
467	2.65490777301927	-1.70201	4.96619
468	2.64923489316239	-1.70078	4.94079
469	2.64358620469083	-1.70044	4.91401
470	2.63796155319149	-1.70092	4.886
471	2.63236078556263	-1.7022	4.85682
472	2.62678375	-1.70468	4.82592
473	2.62123029598309	-1.7078	4.79429
474	2.6157002742616	-1.71274	4.76058
475	2.61019353684211	-1.71796	4.72664
476	2.60470993697479	-1.72589	4.69042
477	2.59924932914046	-1.73381	4.65419
478	2.59381156903766	-1.74492	4.61598
479	2.58839651356994	-1.75632	4.57759
480	2.58300402083333	-1.77052	4.53778
481	2.57763395010395	-1.78587	4.49741
482	2.57228616182573	-1.80334	4.45618
483	2.56696051759834	-1.82305	4.41405
484	2.56165688016529	-1.8439	4.37156
485	2.55637511340206	-1.86833	4.32793
486	2.55111508230453	-1.89276	4.28429
487	2.54587665297741	-1.92217	4.23921
488	2.54065969262295	-1.95168	4.1941
489	2.53546406952965	-1.98494	4.14804
490	2.53028965306122	-2.01986	4.10155
491	2.52513631364562	-2.05698	4.05452
492	2.52000392276423	-2.09763	4.00661
493	2.51489235294118	-2.13861	3.95861
494	2.50980147773279	-2.18525	3.90918
495	2.50473117171717	-2.2319	3.85974
496	2.49968131048387	-2.28286	3.8092
497	2.49465177062374	-2.33564	3.75819
498	2.48964242971888	-2.39021	3.70673
499	2.48465316633267	-2.44847	3.65434
500	2.47968386	-2.50672	3.60195
501	2.47473439121756	-2.56888	3.54881
502	2.46980464143426	-2.63134	3.4956
503	2.46489449304175	-2.69548	3.44224
504	2.46000382936508	-2.76126	3.38872
505	2.45513253465347	-2.82719	3.33521
506	2.45028049407115	-2.89532	3.28201
507	2.44544759368836	-2.96344	3.2288
508	2.44063372047244	-3.03248	3.17621
509	2.43583876227898	-3.10213	3.12403
510	2.43106260784314	-3.17189	3.07203
511	2.42630514677104	-3.24253	3.02154
512	2.42156626953125	-3.31318	2.97104
513	2.41684586744639	-3.38406	2.92206
514	2.41214383268482	-3.45511	2.87413
515	2.40746005825243	-3.52616	2.82637
516	2.4027944379845	-3.59709	2.78195
517	2.39814686653772	-3.66801	2.73754
518	2.39351723938224	-3.73876	2.69525
519	2.38890545279383	-3.80929	2.65528
520	2.38431140384615	-3.87983	2.61531
521	2.37973499040307	-3.94966	2.58023
522	2.37517611111111	-4.0194	2.54577
523	2.37063466539197	-4.08898	2.51276
524	2.36611055343511	-4.15814	2.48375
525	2.36160367619048	-4.2273	2.45475
526	2.35711393536122	-4.29621	2.42873
527	2.35264123339658	-4.36498	2.40454
528	2.34818547348485	-4.43375	2.38035
529	2.34374655954631	-4.50228	2.36012
530	2.33932439622642	-4.57079	2.3401
531	2.33491888888889	-4.6393	2.32093
532	2.33052994360902	-4.7078	2.30435
533	2.32615746716698	-4.7763	2.28778
