1.5,1.43705
1.501,1.43191
1.502,1.42677
1.503,1.42165
1.504,1.41653
1.505,1.41141
1.506,1.40631
1.507,1.40121
1.508,1.39613
1.509,1.39105
1.51,1.38597
1.511,1.38091
1.512,1.37585
1.513,1.37081
1.514,1.36576
1.515,1.36073
1.516,1.35571
1.517,1.35069
1.518,1.34568
1.519,1.34068
1.52,1.33569
1.521,1.33071
1.522,1.32573
1.523,1.32077
1.524,1.31581
1.525,1.31086
1.526,1.30591
1.527,1.30098
1.528,1.29605
1.529,1.29113
1.53,1.28622
1.531,1.28132
1.532,1.27643
1.533,1.27154
1.534,1.26667
1.535,1.2618
1.536,1.25694
1.537,1.25208
1.538,1.24724
1.539,1.2424
1.54,1.23758
1.541,1.23276
1.542,1.22795
1.543,1.22315
1.544,1.21835
1.545,1.21357
1.546,1.20879
1.547,1.20402
1.548,1.19926
1.549,1.19451
1.55,1.18977
1.551,1.18504
1.552,1.18031
1.553,1.17559
1.554,1.17089
1.555,1.16619
1.556,1.16149
1.557,1.15681
1.558,1.15214
1.559,1.14747
1.56,1.14281
1.561,1.13817
1.562,1.13353
1.563,1.1289
1.564,1.12427
1.565,1.11966
1.566,1.11505
1.567,1.11046
1.568,1.10587
1.569,1.10129
1.57,1.09672
1.571,1.09216
1.572,1.08761
1.573,1.08307
1.574,1.07853
1.575,1.074
1.576,1.06949
1.577,1.06498
1.578,1.06048
1.579,1.05599
1.58,1.05151
1.581,1.04704
1.582,1.04257
1.583,1.03812
1.584,1.03367
1.585,1.02923
1.586,1.02481
1.587,1.02039
1.588,1.01598
1.589,1.01158
1.59,1.00718
1.591,1.0028
1.592,0.998426
1.593,0.994061
1.594,0.989705
1.595,0.985358
1.596,0.98102
1.597,0.976691
1.598,0.972372
1.599,0.968061
1.6,0.96376
1.601,0.959468
1.602,0.955185
1.603,0.950911
1.604,0.946646
1.605,0.942391
1.606,0.938145
1.607,0.933908
1.608,0.92968
1.609,0.925461
1.61,0.921252
1.611,0.917052
1.612,0.912861
1.613,0.908679
1.614,0.904507
1.615,0.900344
1.616,0.896191
1.617,0.892047
1.618,0.887912
1.619,0.883786
1.62,0.87967
1.621,0.875563
1.622,0.871466
1.623,0.867378
1.624,0.863299
1.625,0.85923
1.626,0.855171
1.627,0.851121
1.628,0.84708
1.629,0.843049
1.63,0.839027
1.631,0.835015
1.632,0.831012
1.633,0.827019
1.634,0.823035
1.635,0.819061
1.636,0.815096
1.637,0.811141
1.638,0.807196
1.639,0.80326
1.64,0.799334
1.641,0.795417
1.642,0.79151
1.643,0.787613
1.644,0.783725
1.645,0.779847
1.646,0.775979
1.647,0.77212
1.648,0.768271
1.649,0.764432
1.65,0.760602
1.651,0.756782
1.652,0.752972
1.653,0.749172
1.654,0.745381
1.655,0.7416
1.656,0.737829
1.657,0.734068
1.658,0.730316
1.659,0.726575
1.66,0.722843
1.661,0.719121
1.662,0.715409
1.663,0.711707
1.664,0.708014
1.665,0.704332
1.666,0.700659
1.667,0.696996
1.668,0.693343
1.669,0.6897
1.67,0.686067
1.671,0.682444
1.672,0.678831
1.673,0.675228
1.674,0.671635
1.675,0.668052
1.676,0.664479
1.677,0.660915
1.678,0.657362
1.679,0.653819
1.68,0.650286
1.681,0.646763
1.682,0.64325
1.683,0.639747
1.684,0.636254
