400.0000	0.477136
401.0000	0.476076
402.0000	0.475
403.0000	0.473961
404.0000	0.472965
405.0000	0.471895
406.0000	0.470863
407.0000	0.469896
408.0000	0.468927
409.0000	0.468019
410.0000	0.467112
411.0000	0.466251
412.0000	0.465347
413.0000	0.464485
414.0000	0.463702
415.0000	0.462928
416.0000	0.462142
417.0000	0.461388
418.0000	0.460719
419.0000	0.460028
420.0000	0.459344
421.0000	0.458684
422.0000	0.458144
423.0000	0.45756
424.0000	0.457029
425.0000	0.456488
426.0000	0.456004
427.0000	0.455522
428.0000	0.455046
429.0000	0.454582
430.0000	0.454191
431.0000	0.453807
432.0000	0.453471
433.0000	0.453097
434.0000	0.452813
435.0000	0.452549
436.0000	0.452282
437.0000	0.452069
438.0000	0.45186
439.0000	0.451715
440.0000	0.451583
441.0000	0.451492
442.0000	0.451423
443.0000	0.451429
444.0000	0.451489
445.0000	0.451582
446.0000	0.451723
447.0000	0.4519
448.0000	0.452122
449.0000	0.452416
450.0000	0.45271
451.0000	0.453079
452.0000	0.453514
453.0000	0.454053
454.0000	0.454599
455.0000	0.455246
456.0000	0.455911
457.0000	0.456675
458.0000	0.457551
459.0000	0.458437
460.0000	0.459437
461.0000	0.460514
462.0000	0.461681
463.0000	0.46294
464.0000	0.464343
465.0000	0.465807
466.0000	0.467429
467.0000	0.469149
468.0000	0.470992
469.0000	0.472989
470.0000	0.475116
471.0000	0.477357
472.0000	0.479782
473.0000	0.482383
474.0000	0.485118
475.0000	0.488116
476.0000	0.49126
477.0000	0.494638
478.0000	0.498176
479.0000	0.501994
480.0000	0.506014
481.0000	0.510308
482.0000	0.514833
483.0000	0.519616
484.0000	0.524688
485.0000	0.530025
486.0000	0.535646
487.0000	0.541594
488.0000	0.547839
489.0000	0.554331
490.0000	0.561166
491.0000	0.568263
492.0000	0.575649
493.0000	0.583321
494.0000	0.591301
495.0000	0.599525
496.0000	0.607996
497.0000	0.616663
498.0000	0.625545
499.0000	0.634606
500.0000	0.643792
501.0000	0.653081
502.0000	0.662474
503.0000	0.67192
504.0000	0.681349
505.0000	0.690775
506.0000	0.700112
507.0000	0.709312
508.0000	0.718335
509.0000	0.727186
510.0000	0.735747
511.0000	0.744011
512.0000	0.751942
513.0000	0.75953
514.0000	0.766729
515.0000	0.77349
516.0000	0.779797
517.0000	0.785612
518.0000	0.790954
519.0000	0.795753
520.0000	0.799968
521.0000	0.80352
522.0000	0.806607
523.0000	0.809154
524.0000	0.811149
525.0000	0.812577
526.0000	0.813407
527.0000	0.813653
528.0000	0.813338
529.0000	0.812454
530.0000	0.81107
531.0000	0.809146
532.0000	0.806686
533.0000	0.803704
534.0000	0.800247
535.0000	0.796276
536.0000	0.791822
537.0000	0.786867
538.0000	0.781474
539.0000	0.775668
540.0000	0.769399
541.0000	0.762732
542.0000	0.755706
543.0000	0.74828
544.0000	0.740523
545.0000	0.732439
546.0000	0.724015
547.0000	0.715289
548.0000	0.706269
549.0000	0.696977
550.0000	0.687423
551.0000	0.677655
552.0000	0.667682
553.0000	0.657526
554.0000	0.64724
555.0000	0.636771
556.0000	0.626191
557.0000	0.615508
558.0000	0.604717
559.0000	0.593904
560.0000	0.583026
561.0000	0.572115
562.0000	0.561188
563.0000	0.550303
564.0000	0.539444
565.0000	0.528615
566.0000	0.517846
567.0000	0.507139
568.0000	0.496535
569.0000	0.486044
570.0000	0.475625
571.0000	0.465333
572.0000	0.455178
573.0000	0.445111
574.0000	0.4352
575.0000	0.425434
576.0000	0.415796
577.0000	0.406318
578.0000	0.397014
579.0000	0.387845
580.0000	0.378864
581.0000	0.370042
582.0000	0.361418
583.0000	0.352982
584.0000	0.344668
585.0000	0.336543
586.0000	0.32858
587.0000	0.320796
588.0000	0.313177
589.0000	0.305754
590.0000	0.298499
